assigneduser,type,subtype,foldername,priority1,priority2,process,status,duetostart,duetoend,peoplename,namelast,case_task_id,housenumber,streetname,propx,propy,latitude,longitude,location
Mike Franke,EP,Residential,9311 SINGING QUAIL DR,,,305 Final Electric,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-037796 EP,9311,SINGING QUAIL,3122999,10108385,30.37094978,-97.71249176,"
,  
(30.37094978, -97.71249176)"
Jack Garcia,BP,C-1000 Commercial Remodel,11515 BURNET RD UNIT 1300,,,100 Bldg Pre-Construction,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-031968 BP,11515,BURNET,3120975,10119178,30.40074903,-97.71810363,"
,  
(30.40074903, -97.71810363)"
Joshua Ojeda,MP,Commercial,12001 DESSAU RD UNIT 127,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-024921 MP,12001,DESSAU,3141599,10111851,30.37925879,-97.65326272,"
,  
(30.37925879, -97.65326272)"
Jack Garcia,BP,C-1000 Commercial Remodel,11515 BURNET RD UNIT 1400,,,100 Bldg Pre-Construction,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-031969 BP,11515,BURNET,3120975,10119178,30.40074903,-97.71810363,"
,  
(30.40074903, -97.71810363)"
Patrick Pena,MP,Commercial,9414 ANDERSON MILL RD BLDG 1,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2025-050130 MP,9414,ANDERSON MILL,3098799,10136563,30.44995258,-97.78716587,"
,  
(30.44995258, -97.78716587)"
Anthony Andrews,EP,Residential,11501 TRINITY HILL DR,,,305 Final Electric,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,PRATHER ADAM THOMAS,,2026-052801 EP,11501,TRINITY HILL,3136114,10111443,30.37849941,-97.67068337,"
,  
(30.37849941, -97.67068337)"
Joshua Ojeda,MP,Commercial,12001 DESSAU RD UNIT 1934,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-034746 MP,12001,DESSAU,3141599,10111851,30.37925879,-97.65326272,"
,  
(30.37925879, -97.65326272)"
Joshua Ojeda,MP,Commercial,12001 DESSAU RD UNIT 1118,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-027674 MP,12001,DESSAU,3141599,10111851,30.37925879,-97.65326272,"
,  
(30.37925879, -97.65326272)"
Levi Singleton,MP,Residential,7902 MANASSAS DR,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,SOMERS PATRICIA ANN,,2026-035497 MP,7902,MANASSAS,3092456,10043551,30.1946704,-97.81397584,"
,  
(30.1946704, -97.81397584)"
Joshua Ojeda,MP,Commercial,12001 DESSAU RD UNIT 1838,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-035032 MP,12001,DESSAU,3141599,10111851,30.37925879,-97.65326272,"
,  
(30.37925879, -97.65326272)"
Jim Richerson,MP,Residential,3902 GREENMOUNTAIN LN,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,NEWTON PETER W & JACQUELINE C,,2026-036332 MP,3902,GREENMOUNTAIN,3111964,10111156,30.3792769,-97.74727049,"
,  
(30.3792769, -97.74727049)"
Mike Franke,EP,Residential,9311 SINGING QUAIL DR,,,304 Temporary Electric,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-037796 EP,9311,SINGING QUAIL,3122999,10108385,30.37094978,-97.71249176,"
,  
(30.37094978, -97.71249176)"
Timothy York,EP,Residential,5108 AVISPA WAY,,4444,305 Final Electric,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-008116 EP,5108,AVISPA,3038971,10084817,30.31132798,-97.98046934,"
,  
(30.31132798, -97.98046934)"
Noe Rodriguez,EP,R- 435 Renovations/Remodel,1309 E M FRANKLIN AVE,,,305 Final Electric,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-050615 EP,1309,E M FRANKLIN,3129395,10075248,30.27944606,-97.6947077,"
,  
(30.27944606, -97.6947077)"
Joshua Ojeda,MP,Commercial,12001 DESSAU RD UNIT 1026,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-038821 MP,12001,DESSAU,3141599,10111851,30.37925879,-97.65326272,"
,  
(30.37925879, -97.65326272)"
Levi Singleton,EP,Residential,2703 FORT SUMTER CIR,,,305 Final Electric,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-052732 EP,2703,FORT SUMTER,3088923,10043378,30.19441434,-97.8251682,"
,  
(30.19441434, -97.8251682)"
Levi Singleton,MP,Residential,3516 FITZROY AVE,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-053880 MP,3516,FITZROY,3081875,10034574,30.17064812,-97.84809383,"
,  
(30.17064812, -97.84809383)"
Hector Nava,MP,Residential,6407 SPRING FEVER TRL,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,PARADA YOLANDA,,2026-040287 MP,6407,SPRING FEVER,3116331,10033984,30.16686352,-97.73913199,"
,  
(30.16686352, -97.73913199)"
Joshua Ojeda,MP,Commercial,12001 DESSAU RD UNIT 413,,,405 Final Mechanical,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-027673 MP,12001,DESSAU,3141599,10111851,30.37925879,-97.65326272,"
,  
(30.37925879, -97.65326272)"
Michelle Riffe,PP,"C- 437 Addn, Alter, Convn-NonRes",901 W BEN WHITE BLVD SVRD EB,,,500 Plumbing Rough,,2026-05-13T00:00:00.000,2026-05-13T00:00:00.000,,,2026-019572 PP,901,BEN WHITE BLVD,3104682,10055365,30.22637821,-97.77442753,"
,  
(30.22637821, -97.77442753)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,102 Foundation,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Tannen Andrews,BP,C-1001 Commercial Finish Out,1111 W 6TH ST BLDG A UNIT 420,,,112 Final Building,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-001230 BP,1111,6TH,3110097,10072114,30.27207507,-97.75605807,"
,  
(30.27207507, -97.75605807)"
Jim Richerson,EP,Residential,7329 VISTA MOUNTAIN DR,,,301 Electrical Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-049595 EP,7329,VISTA MOUNTAIN,3101730,10107962,30.37114698,-97.77994967,"
,  
(30.37114698, -97.77994967)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,114 Continuance of work,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Levi Singleton,MP,Residential,5705 BUFFALO PASS,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-045492 MP,5705,BUFFALO,3095390,10051978,30.21765207,-97.80408496,"
,  
(30.21765207, -97.80408496)"
Anthony Andrews,BP,R- 103 Two Family Bldgs,10803 BELL FARM RD UNIT A,,,112 Final Building,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-037908 BP,10803,BELL FARM,3143780,10106336,30.36395449,-97.64677045,"
,  
(30.36395449, -97.64677045)"
Timothy York,EP,Commercial,3501 ALPINE CIR,,,302 Electrical Grounding,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,SHI LI & HUANJUN JI,,2025-156580 EP,3501,ALPINE,3108523,10056722,30.2298649,-97.76216973,"
,  
(30.2298649, -97.76216973)"
Scott Roberts,BP,"C- 437 Addn, Alter, Convn-NonRes",9618 MENCHACA RD,,,110 Termite Inspection,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,CREASTLE ENTERPRISE INC,,2024-021533 BP,9618,MENCHACA,3089699,10036663,30.17590754,-97.82319216,"
,  
(30.17590754, -97.82319216)"
Anthony Andrews,BP,R- 103 Two Family Bldgs,10803 BELL FARM RD UNIT B,,,112 Final Building,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-037909 BP,10803,BELL FARM,3143780,10106336,30.36395449,-97.64677045,"
,  
(30.36395449, -97.64677045)"
Hector Nava,MP,R- 101 Single Family Houses,7409 PULLMAN CV,,,400 Mechanical Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-032903 MP,7409,PULLMAN,3118486.1275,10025879.72875,30.14444804,-97.73291371,"
,  
(30.14444804, -97.73291371)"
DeeAnn Afra,MP,R- 101 Single Family Houses,79 ST STEPHENS SCHOOL RD,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-048873 MP,79,ST STEPHENS SCHOOL,3087862,10089600,30.32153926,-97.8252273,"
,  
(30.32153926, -97.8252273)"
Jose Leyva,BP,C-1000 Commercial Remodel,1601 E 5TH ST BLDG 1 UNIT 102,,,110 Termite Inspection,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-058142 BP,1601,5TH,3119493,10068563,30.261712,-97.72656522,"
,  
(30.261712, -97.72656522)"
Scott Roberts,BP,C-1000 Commercial Remodel,2501 THORNTON RD UNIT 2209,,,100 Bldg Pre-Construction,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-054675 BP,2501,THORNTON,3105110.59,10061505.55875,30.2432306,-97.77262332,"
,  
(30.2432306, -97.77262332)"
Gerard Ambrose,BP,R- 435 Renovations/Remodel,10452 DOC HOLLIDAY TRL BLDG B,,,101 Building Layout,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-129124 BP,10452,DOC HOLLIDAY,3130472,10108736,30.37142837,-97.6887748,"
,  
(30.37142837, -97.6887748)"
Timothy York,EP,Residential,9600 ANGELWYLDE DR,,4444,304 Temporary Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-023248 EP,9600,ANGELWYLDE,3072256,10084907,30.3095964,-97.87500584,"
,  
(30.3095964, -97.87500584)"
Jose Leyva,BP,C-1000 Commercial Remodel,1601 E 5TH ST BLDG 1 UNIT 102,,,103 Framing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-058142 BP,1601,5TH,3119493,10068563,30.261712,-97.72656522,"
,  
(30.261712, -97.72656522)"
Gerard Ambrose,BP,R- 435 Renovations/Remodel,10452 DOC HOLLIDAY TRL BLDG B,,,112 Final Building,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-129124 BP,10452,DOC HOLLIDAY,3130472,10108736,30.37142837,-97.6887748,"
,  
(30.37142837, -97.6887748)"
Timothy York,EP,Residential,9604 ANGELWYLDE DR,,4444,305 Final Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-157469 EP,9604,ANGELWYLDE,3072104,10085053,30.31000698,-97.8754772,"
,  
(30.31000698, -97.8754772)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,105 Wallboard,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,110 Termite Inspection,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Anthony Andrews,PP,R- 103 Two Family Bldgs,10803 BELL FARM RD UNIT B,,,521 Final Plumbing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-037909 PP,10803,BELL FARM,3143780,10106336,30.36395449,-97.64677045,"
,  
(30.36395449, -97.64677045)"
Jim Richerson,EP,Residential,7329 VISTA MOUNTAIN DR,,,304 Temporary Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-049595 EP,7329,VISTA MOUNTAIN,3101730,10107962,30.37114698,-97.77994967,"
,  
(30.37114698, -97.77994967)"
Victor Acquarola,MP,Residential,5708 MIRAMONTE DR,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-054877 MP,5708,MIRAMONTE,3109244,10124606,30.41642275,-97.75490558,"
,  
(30.41642275, -97.75490558)"
Timothy York,EP,Commercial,3501 ALPINE CIR,,,114 Continuance of work,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,SHI LI & HUANJUN JI,,2025-156580 EP,3501,ALPINE,3108523,10056722,30.2298649,-97.76216973,"
,  
(30.2298649, -97.76216973)"
Scott Roberts,BP,"C- 437 Addn, Alter, Convn-NonRes",9618 MENCHACA RD,,,111 Energy Final,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,CREASTLE ENTERPRISE INC,,2024-021533 BP,9618,MENCHACA,3089699,10036663,30.17590754,-97.82319216,"
,  
(30.17590754, -97.82319216)"
Hector Nava,PP,R- 101 Single Family Houses,7409 PULLMAN CV,,,504 Interior Water Line,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-032903 PP,7409,PULLMAN,3118486.1275,10025879.72875,30.14444804,-97.73291371,"
,  
(30.14444804, -97.73291371)"
Dan Kiser,EP,Residential,4341 CANYON GLEN CIR,,,305 Final Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-051588 EP,4341,CANYON GLEN,3067362,10111499,30.38299261,-97.8886595,"
,  
(30.38299261, -97.8886595)"
Anthony Andrews,MP,R- 103 Two Family Bldgs,10803 BELL FARM RD UNIT A,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-037908 MP,10803,BELL FARM,3143780,10106336,30.36395449,-97.64677045,"
,  
(30.36395449, -97.64677045)"
Timothy York,EP,Commercial,3501 ALPINE CIR,,,304 Temporary Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,SHI LI & HUANJUN JI,,2025-156580 EP,3501,ALPINE,3108523,10056722,30.2298649,-97.76216973,"
,  
(30.2298649, -97.76216973)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,112 Final Building,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Jim Richerson,MP,Residential,5807 WESTMONT DR,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-053594 MP,5807,WESTMONT,3106181,10097474,30.34203514,-97.7666064,"
,  
(30.34203514, -97.7666064)"
Levi Singleton,PP,Residential,8807 AMPEZO TRL,,,521 Final Plumbing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-053383 PP,8807,AMPEZO,3080856,10045151,30.19978565,-97.85057066,"
,  
(30.19978565, -97.85057066)"
Levi Singleton,EP,Residential,10006 LINDSHIRE LN,,,305 Final Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-050287 EP,10006,LINDSHIRE,3084410,10036917,30.17693278,-97.83990773,"
,  
(30.17693278, -97.83990773)"
Colby Gary,PP,Residential,4808 INTERLACHEN LN,,,503 Plumbing Gas Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-053295 PP,4808,INTERLACHEN,3104125,10024441,30.14140812,-97.77843931,"
,  
(30.14140812, -97.77843931)"
Anthony Andrews,BP,R- 103 Two Family Bldgs,10803 BELL FARM RD UNIT A,,,111 Energy Final,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-037908 BP,10803,BELL FARM,3143780,10106336,30.36395449,-97.64677045,"
,  
(30.36395449, -97.64677045)"
Timothy York,EP,Residential,5724 SPANISH OAKS CLUB BLVD,,4444,305 Final Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-037876 EP,5724,SPANISH OAKS CLUB,3050785,10077713,30.29110688,-97.94352204,"
,  
(30.29110688, -97.94352204)"
Jim Richerson,EP,Residential,7329 VISTA MOUNTAIN DR,,,114 Continuance of work,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-049595 EP,7329,VISTA MOUNTAIN,3101730,10107962,30.37114698,-97.77994967,"
,  
(30.37114698, -97.77994967)"
Jose Leyva,BP,C-1000 Commercial Remodel,1601 E 5TH ST BLDG 1 UNIT 102,,,106 Fire Resistance-Rated Construction,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-058142 BP,1601,5TH,3119493,10068563,30.261712,-97.72656522,"
,  
(30.261712, -97.72656522)"
Bob Reed,PP,Residential,5505 RAYBURN LN,,,521 Final Plumbing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-051046 PP,5505,RAYBURN,3137741,10079882,30.29163701,-97.66792313,"
,  
(30.29163701, -97.66792313)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,104  Insulation,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,106 Fire Resistance-Rated Construction,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Jose Leyva,BP,C-1000 Commercial Remodel,1601 E 5TH ST BLDG 1 UNIT 102,,,104  Insulation,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-058142 BP,1601,5TH,3119493,10068563,30.261712,-97.72656522,"
,  
(30.261712, -97.72656522)"
Timothy York,EP,Commercial,3501 ALPINE CIR,,,305 Final Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,SHI LI & HUANJUN JI,,2025-156580 EP,3501,ALPINE,3108523,10056722,30.2298649,-97.76216973,"
,  
(30.2298649, -97.76216973)"
Scott Roberts,BP,"C- 437 Addn, Alter, Convn-NonRes",9618 MENCHACA RD,,,114 Continuance of work,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,CREASTLE ENTERPRISE INC,,2024-021533 BP,9618,MENCHACA,3089699,10036663,30.17590754,-97.82319216,"
,  
(30.17590754, -97.82319216)"
Gerard Ambrose,BP,R- 435 Renovations/Remodel,10452 DOC HOLLIDAY TRL BLDG A,,,101 Building Layout,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-129178 BP,10452,DOC HOLLIDAY,3130472,10108736,30.37142837,-97.6887748,"
,  
(30.37142837, -97.6887748)"
DeeAnn Afra,PP,R- 101 Single Family Houses,79 ST STEPHENS SCHOOL RD,,,521 Final Plumbing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-048873 PP,79,ST STEPHENS SCHOOL,3087862,10089600,30.32153926,-97.8252273,"
,  
(30.32153926, -97.8252273)"
Dan Kiser,EP,C-1000 Commercial Remodel,1801 W PARMER LN,,,301 Electrical Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-030121 EP,1801,PARMER,3129329,10123841,30.41302414,-97.69126076,"
,  
(30.41302414, -97.69126076)"
Hector Nava,PP,R- 101 Single Family Houses,7409 PULLMAN CV,,,503 Plumbing Gas Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-032903 PP,7409,PULLMAN,3118486.1275,10025879.72875,30.14444804,-97.73291371,"
,  
(30.14444804, -97.73291371)"
Levi Singleton,EP,Residential,6001 CHERRY CREEK DR,,,305 Final Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-051657 EP,6001,CHERRY CREEK,3093130,10051887,30.217543,-97.81124484,"
,  
(30.217543, -97.81124484)"
Victor Acquarola,PP,Residential,11514 HEATHROW DR,,,521 Final Plumbing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-048721 PP,11514,HEATHROW,3101869,10129517,30.43039038,-97.77793899,"
,  
(30.43039038, -97.77793899)"
Timothy York,EP,Commercial,3501 ALPINE CIR,,,300 Electrical Slab,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,SHI LI & HUANJUN JI,,2025-156580 EP,3501,ALPINE,3108523,10056722,30.2298649,-97.76216973,"
,  
(30.2298649, -97.76216973)"
Felicia Milligan,EP,Residential,12103 GREY ROCK LN,,,305 Final Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-053147 EP,12103,GREY ROCK,3091576,10138544,30.45585066,-97.80994058,"
,  
(30.45585066, -97.80994058)"
Mike Franke,MP,Residential,2018 W RUNDBERG LN BLDG 11,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-037640 MP,2018,RUNDBERG,3120991.266874999,10109376.373750001,30.37380481,-97.71878272,"
,  
(30.37380481, -97.71878272)"
DeeAnn Afra,PP,R- 101 Single Family Houses,79 ST STEPHENS SCHOOL RD,,,510 Sewer Tap,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-048873 PP,79,ST STEPHENS SCHOOL,3087862,10089600,30.32153926,-97.8252273,"
,  
(30.32153926, -97.8252273)"
Jim Richerson,EP,R- 434 Addition & Alterations,8121 GREENSLOPE DR,,,301 Electrical Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-029083 EP,8121,GREENSLOPE,3111199,10108312,30.371508,-97.74990534,"
,  
(30.371508, -97.74990534)"
Levi Singleton,PP,Residential,10551 BILBROOK PL,,,521 Final Plumbing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-035698 PP,10551,BILBROOK,3093046,10030673,30.15923378,-97.81303225,"
,  
(30.15923378, -97.81303225)"
Jim Richerson,PP,Residential,7329 VISTA MOUNTAIN DR,,,500 Plumbing Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-049615 PP,7329,VISTA MOUNTAIN,3101730,10107962,30.37114698,-97.77994967,"
,  
(30.37114698, -97.77994967)"
Anthony Andrews,MP,R- 103 Two Family Bldgs,10803 BELL FARM RD UNIT B,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-037909 MP,10803,BELL FARM,3143780,10106336,30.36395449,-97.64677045,"
,  
(30.36395449, -97.64677045)"
Timothy York,EP,Residential,9604 ANGELWYLDE DR,,4444,304 Temporary Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-157469 EP,9604,ANGELWYLDE,3072104,10085053,30.31000698,-97.8754772,"
,  
(30.31000698, -97.8754772)"
Steinberg Antonsson,BP,R- 435 Renovations/Remodel,2703 LITTLE VALLEY CV,,,103 Framing,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,AMAYA NICHOLAS & NEDA,,2024-111079 BP,2703,LITTLE VALLEY,3115290,10056259,30.22816038,-97.74078261,"
,  
(30.22816038, -97.74078261)"
Timothy York,EP,Residential,5724 SPANISH OAKS CLUB BLVD,,4444,304 Temporary Electric,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-037876 EP,5724,SPANISH OAKS CLUB,3050785,10077713,30.29110688,-97.94352204,"
,  
(30.29110688, -97.94352204)"
Hector Nava,PP,R- 101 Single Family Houses,7409 PULLMAN CV,,,502 Plumbing Top Out,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-032903 PP,7409,PULLMAN,3118486.1275,10025879.72875,30.14444804,-97.73291371,"
,  
(30.14444804, -97.73291371)"
Gerard Ambrose,BP,R- 435 Renovations/Remodel,10452 DOC HOLLIDAY TRL BLDG A,,,112 Final Building,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-129178 BP,10452,DOC HOLLIDAY,3130472,10108736,30.37142837,-97.6887748,"
,  
(30.37142837, -97.6887748)"
Jose Leyva,BP,C-1000 Commercial Remodel,1601 E 5TH ST BLDG 1 UNIT 102,,,105 Wallboard,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-058142 BP,1601,5TH,3119493,10068563,30.261712,-97.72656522,"
,  
(30.261712, -97.72656522)"
Colby Gary,MP,Residential,9417 ROWLANDS SAYLE RD,,,405 Final Mechanical,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-040839 MP,9417,ROWLANDS SAYLE,3104184,10030863,30.15905743,-97.77778603,"
,  
(30.15905743, -97.77778603)"
Victor Acquarola,BP,R- 101 Single Family Houses,3905 CONFERENCE CV,,,112 Final Building,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2025-076363 BP,3905,CONFERENCE,3075746,10105513,30.3660282,-97.86249836,"
,  
(30.3660282, -97.86249836)"
Timothy York,EP,Commercial,3501 ALPINE CIR,,,301 Electrical Rough,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,SHI LI & HUANJUN JI,,2025-156580 EP,3501,ALPINE,3108523,10056722,30.2298649,-97.76216973,"
,  
(30.2298649, -97.76216973)"
Jose Leyva,BP,C-1000 Commercial Remodel,1601 E 5TH ST BLDG 1 UNIT 102,,,114 Continuance of work,,2026-05-12T00:00:00.000,2026-05-12T00:00:00.000,,,2026-058142 BP,1601,5TH,3119493,10068563,30.261712,-97.72656522,"
,  
(30.261712, -97.72656522)"
